FINANCIAL TYPE,SYMBOL,SECURITY NAME,SEDOL,PRICE,QUANTITY,REALISED P/L,MARKET VALUE,FUND,DATETIME
Equities,ATO,Atmos Energy,,117.93,1181.618212702927,2390.4109268478774,139348.23582405617,CATALYSM,2022-11-30
Equities,MKTX,MarketAxess,,266.01,9767.254255802294,-3262.436739788708,2598187.304585968,CATALYSM,2022-11-30
Equities,CHD,Church & Dwight,,81.14,7317.975088330557,635.5505445590147,593780.4986671414,CATALYSM,2022-11-30
Equities,WYNN,Wynn Resorts,,83.25,1938.362438970899,-7147.861396525655,161368.67304432733,CATALYSM,2022-11-30
Equities,GOOG,Alphabet Inc. (Class C),,101.45,1771.856260690754,1060.180518411575,179754.817647077,CATALYSM,2022-11-30
Equities,NVR,"NVR, Inc.",,4639.01,1902.0739773230189,1553.957455239054,8823740.201541258,CATALYSM,2022-11-30
Equities,NEM,Newmont,,46.01,5319.454604500686,-122.33547024176517,244748.10635307655,CATALYSM,2022-11-30
Equities,IT,Gartner,,350.37,5333.258463566525,-1130.5626412435302,1868613.7678798037,CATALYSM,2022-11-30
Equities,MA,Mastercard,,354.75,1687.3494687063755,4795.714661986021,598587.2240235867,CATALYSM,2022-11-30
Equities,APH,Amphenol,,79.79,756.5834109816603,-474.3271484342054,60367.79036222668,CATALYSM,2022-11-30
Equities,MOS,Mosaic Company (The),,50.53,8701.59042841919,489.5348593106626,439691.3643480216,CATALYSM,2022-11-30
Equities,RTX,RTX Corporation,,96.9,8909.035583871773,-3959.5664112266895,863285.5480771749,CATALYSM,2022-11-30
Equities,LMT,Lockheed Martin,,478.93,9650.738657952692,-1853.123281044868,4622028.265453283,CATALYSM,2022-11-30
Equities,COF,Capital One,,101.48,7908.068730755165,-4011.822846221881,802510.8147970343,CATALYSM,2022-11-30
Equities,ODFL,Old Dominion,,301.56,2897.628903763552,8697.332105276571,873808.9722189368,CATALYSM,2022-11-30
Equities,PXD,Pioneer Natural Resources,,225.99,398.44120447673606,738.5635658587636,90043.72779969759,CATALYSM,2022-11-30
Equities,FITB,Fifth Third Bank,,35.11,8809.067550789163,267.8952933826127,309286.3617082075,CATALYSM,2022-11-30
Equities,DHI,D.R. Horton,,85.16,3995.21292450718,-1111.7930358726355,340232.3326510314,CATALYSM,2022-11-30
Equities,ORCL,Oracle Corporation,,82.08,7793.217078827193,-2616.0626700721427,639667.257830136,CATALYSM,2022-11-30
Equities,NSC,Norfolk Southern Railway,,251.93,905.8954814049504,5506.6646022128,228222.2486303492,CATALYSM,2022-11-30
Equities,HUM,Humana,,546.97,1441.430076489922,-1574.850971069915,788419.0089376926,CATALYSM,2022-11-30
Equities,UDR,"UDR, Inc.",,40.23,3628.189775864319,-1009.7920021960248,145962.07468302152,CATALYSM,2022-11-30
Equities,QCOM,Qualcomm,,124.86,2708.3525937195477,-3306.9920917365102,338164.90485182265,CATALYSM,2022-11-30
Equities,META,Meta Platforms,,118.1,3414.200422842243,3882.226073511406,403217.06993766886,CATALYSM,2022-11-30
Equities,USB,U.S. Bank,,43.63,7808.92774771644,-133.2732070721784,340703.5176328683,CATALYSM,2022-11-30
Equities,MO,Altria,,43.77,195.24288536062264,0.7138229545458725,8545.781092234454,CATALYSM,2022-11-30
Equities,ANET,Arista Networks,,139.3,6909.642102773354,-27107.9993982163,962513.1449163284,CATALYSM,2022-11-30
Equities,DD,DuPont,,69.47,9453.247640528329,34652.38764092272,656717.113587503,CATALYSM,2022-11-30
Equities,KMB,Kimberly-Clark,,132.03,8328.32173916713,91.6840766707512,1099588.319222236,CATALYSM,2022-11-30
Equities,ACN,Accenture,,297.45,2940.9637005075706,-4253.104850692303,874789.6527159768,CATALYSM,2022-11-30
Equities,IDXX,Idexx Laboratories,,425.87,2286.7933713493803,1216.4987201094502,973876.6930565606,CATALYSM,2022-11-30
Equities,BR,Broadridge Financial Solutions,,146.9,4508.249789231636,-114.94814109975714,662261.8940381274,CATALYSM,2022-11-30
Equities,TJX,TJX Companies,,79.11,1707.9764906342878,-111.27105034906756,135118.0201740785,CATALYSM,2022-11-30
Equities,FE,FirstEnergy,,40.0,684.6595946650014,206.9003526458982,27386.38378660005,CATALYSM,2022-11-30
Equities,BA,Boeing,,178.88,5852.527741121706,-26424.277619226068,1046900.1623318509,CATALYSM,2022-11-30
Equities,SPGI,S&P Global,,350.18,8506.603534738819,7799.170526365184,2978842.4257948394,CATALYSM,2022-11-30
Equities,EA,Electronic Arts,,130.36,710.9085877245788,542.2392797463121,92674.0434957761,CATALYSM,2022-11-30
Equities,TEL,TE Connectivity,,124.41,8745.857297434892,-741.1279132865486,1088072.106373875,CATALYSM,2022-11-30
