FINANCIAL TYPE,SYMBOL,SECURITY NAME,SEDOL,PRICE,QUANTITY,REALISED P/L,MARKET VALUE,FUND,DATETIME
Equities,AVGO,Broadcom Inc.,,460.45,138610.07658144084,589429.6018720224,63823009.76192443,Leeder,2022-10-31
Equities,IP,International Paper,,31.87,171039.05182426437,47177.79393506847,5451014.581639306,Leeder,2022-10-31
Equities,MS,Morgan Stanley,,80.07,165325.3896754306,114092.15624652374,13237603.951311728,Leeder,2022-10-31
Equities,APD,Air Products and Chemicals,,246.07,139772.84141823655,135469.19351619322,34393903.08778547,Leeder,2022-10-31
Equities,PRU,Prudential Financial,,99.82,230644.47895790645,333682.5415344478,23022931.88957822,Leeder,2022-10-31
Equities,SHW,Sherwin-Williams,,222.77,140558.2363615734,41722.81540564497,31312158.314267702,Leeder,2022-10-31
Equities,CHTR,Charter Communications,,367.62,220619.50511792523,2006423.9417157995,81104142.47145167,Leeder,2022-10-31
Equities,KEY,KeyCorp,,17.13,156058.10638608658,-18584.59841686507,2673275.362393663,Leeder,2022-10-31
Equities,KR,Kroger,,46.24,157545.1273693904,-51998.27629914528,7284886.689560612,Leeder,2022-10-31
Equities,TSN,Tyson Foods,,66.7,228596.07517697025,-4076.725975448444,15247358.214303914,Leeder,2022-10-31
Equities,TRMB,Trimble Inc.,,60.16,170841.67851769424,6464.393815032929,10277835.379624484,Leeder,2022-10-31
Equities,INTC,Intel,,27.5,117477.2805820854,38552.42880148416,3230625.2160073486,Leeder,2022-10-31
Equities,EMR,Emerson Electric,,84.59,183437.66917959647,-204530.90855197865,15516992.435902068,Leeder,2022-10-31
Equities,OXY,Occidental Petroleum,,72.03,208102.85721381364,293821.2646006396,14989648.805110997,Leeder,2022-10-31
Equities,BBY,Best Buy,,66.08,8763.768246877078,508.0641365344587,579109.8057536373,Leeder,2022-10-31
Equities,PPL,PPL Corporation,,25.82,123272.82642413494,-12170.646268304065,3182904.3782711644,Leeder,2022-10-31
Equities,PAYX,Paychex,,114.91,68475.42287442069,-83159.86573818554,7868510.842499682,Leeder,2022-10-31
Equities,VLO,Valero Energy,,121.67,113397.8497398943,-25076.88104732915,13797116.37785294,Leeder,2022-10-31
Equities,C,Citigroup,,43.9,84746.26188630878,-348.4032296126654,3720360.8968089554,Leeder,2022-10-31
Equities,FTV,Fortive,,63.69,61166.87293520407,-4287.828529879755,3895718.137243147,Leeder,2022-10-31
Equities,ILMN,Illumina,,228.82,23209.72382958007,-47131.368585882985,5310849.006684512,Leeder,2022-10-31
Equities,IT,Gartner,,301.92,75873.97110708168,371308.2461052798,22907869.356650103,Leeder,2022-10-31
Equities,HOLX,Hologic,,67.8,90351.07364015705,41101.384566319015,6125802.792802647,Leeder,2022-10-31
Equities,WST,West Pharmaceutical Services,,229.51,148405.7924735497,36249.74705530598,34060613.43060439,Leeder,2022-10-31
Equities,ALL,Allstate,,123.57,128094.12844480046,-4568.962543254096,15828591.451923992,Leeder,2022-10-31
Equities,AZO,AutoZone,,2532.88,134221.3073426568,-11711294.035958948,339966464.9420686,Leeder,2022-10-31
Equities,CHD,Church & Dwight,,73.21,42173.29866681801,32233.815009043057,3087507.1953977463,Leeder,2022-10-31
Equities,MGM,MGM Resorts,,35.57,210795.1832108691,-177817.44788188054,7497984.666810613,Leeder,2022-10-31
Equities,CFG,Citizens Financial Group,,38.99,158612.40221359715,158390.70149947275,6184297.562308153,Leeder,2022-10-31
Equities,RHI,Robert Half,,74.57,125410.0809792913,-166.94765399596753,9351829.738625752,Leeder,2022-10-31
Equities,GOOG,Alphabet Inc. (Class C),,94.66,117647.44128990915,-26300.443911595867,11136506.7925028,Leeder,2022-10-31
Equities,EQT,EQT,,41.16,113948.00324226092,-20813.736475619884,4690099.813451459,Leeder,2022-10-31
Equities,REGN,Regeneron,,748.75,122212.51866093252,303026.3195617648,91506623.34737325,Leeder,2022-10-31
Equities,ABC,AmerisourceBergen,,155.4,177358.19429520515,811056.4321512547,27561463.39347488,Leeder,2022-10-31
Equities,MA,Mastercard,,326.66,112349.18110025208,-455202.54873667966,36699983.49820835,Leeder,2022-10-31
Equities,CDW,CDW,,170.68,54655.3570628845,148243.87751100765,9328576.343493126,Leeder,2022-10-31
Equities,WRK,WestRock,,32.92,124276.33198573724,-3824.8455057262736,4091176.8489704696,Leeder,2022-10-31
Equities,SEDG,SolarEdge,,230.03,180591.8215034688,-31662.178307485265,41541536.700442925,Leeder,2022-10-31
Equities,BA,Boeing,,142.51,79625.94914206858,-169530.92058551806,11347494.012236193,Leeder,2022-10-31
Equities,ODFL,Old Dominion,,273.65,128256.50241503112,161346.65364516948,35097391.885873266,Leeder,2022-10-31
Equities,LNC,Lincoln Financial,,51.06,15350.774491020198,9787.617685012108,783810.5455114914,Leeder,2022-10-31
Equities,PCAR,Paccar,,61.95,120754.59548652922,-67385.57058947688,7480747.190390485,Leeder,2022-10-31
Equities,LMT,Lockheed Martin,,477.42,51881.80309788424,1327436.7962386026,24769410.434991896,Leeder,2022-10-31
Equities,XEL,Xcel Energy,,63.62,44138.91713229087,-1874.4726528042315,2808117.907956345,Leeder,2022-10-31
Equities,AAP,Advance Auto Parts,,184.96,15160.778093748771,38205.62800050249,2804137.516219773,Leeder,2022-10-31
Equities,VRSK,Verisk,,181.89,8074.43705574131,-3759.15003013836,1468659.356068787,Leeder,2022-10-31
Equities,WTW,Willis Towers Watson,,215.89,127262.1770072228,-172476.72948092656,27474631.39408933,Leeder,2022-10-31
Equities,CRM,Salesforce,,162.59,42230.018902759264,-15184.13830652844,6866178.773399629,Leeder,2022-10-31
Equities,DOV,Dover Corporation,,129.29,179399.8768921137,-221846.53103128023,23194610.08338138,Leeder,2022-10-31
Equities,FSLR,First Solar,,145.57,162726.01273553897,83968.28483509953,23688025.67391241,Leeder,2022-10-31
Equities,MTB,M&T Bank,,164.03,3199.283597195156,-5323.259715613847,524778.4884479215,Leeder,2022-10-31
Equities,COST,Costco,,498.64,56154.67289501951,-265066.2196924222,28000966.09237253,Leeder,2022-10-31
Equities,PARA,Paramount Global,,17.83,94337.8832878198,7194.945536016421,1682044.4590218267,Leeder,2022-10-31
Equities,HCA,HCA Healthcare,,215.99,90768.44277514672,215666.15642081175,19605075.955003943,Leeder,2022-10-31
Equities,FICO,Fair Isaac,,478.84,206564.3617967365,-422691.7348817564,98911279.00274932,Leeder,2022-10-31
Equities,TPR,"Tapestry, Inc.",,30.99,69071.47714575712,-36016.72688368926,2140525.076747013,Leeder,2022-10-31
Equities,EIX,Edison International,,58.11,42751.40245886088,-1960.5365946225943,2484283.9968844056,Leeder,2022-10-31
Equities,MSFT,Microsoft,,229.91,115304.04310268303,-7445.367017010123,26509552.54973786,Leeder,2022-10-31
Equities,MSCI,MSCI,,463.94,123540.28036904291,168622.19191527195,57315277.67441377,Leeder,2022-10-31
Equities,EG,Everest Re,,318.04,52358.35143858144,68505.97967204756,16652050.09152644,Leeder,2022-10-31
Equities,EXR,Extra Space Storage,,170.88,181741.88166313892,-79535.84839155035,31056052.738597184,Leeder,2022-10-31
Equities,TJX,TJX Companies,,70.96,87282.27937189031,10334.951568713746,6193550.544229336,Leeder,2022-10-31
Equities,J,Jacobs Solutions,,114.47,94183.21408952332,46444.2832537996,10781152.516827734,Leeder,2022-10-31
Equities,WEC,WEC Energy Group,,88.3,120096.08338313032,59061.38007286213,10604484.162730409,Leeder,2022-10-31
Equities,NI,NiSource,,25.0,79610.04780424689,508.0477434027313,1990251.195106172,Leeder,2022-10-31
Equities,IR,Ingersoll Rand,,50.43,148705.70481937204,110225.77874144446,7499228.694040932,Leeder,2022-10-31
Government Bond,AU0000018442,AUSTRALIAN GOVERNMENT 2.8% 05/21/2041 REGS,BF5J6P3,107.08,12941.79013157403,310.97990850142645,1385806.8872889471,Leeder,2022-10-31
Government Bond,SE0008014062,SWEDEN I/L BOND 0.125 % 06/01/2026,BDCRN33,122.73,7856.37261223502,-19.79630954152508,964212.610699604,Leeder,2022-10-31
Government Bond,AU000XCLWAV1,AUSTRALIAN GOVERNMENT 0.8% 11/21/2027 REGS,BF00GK6,119.29,3172.316754788657,-35.88964847836332,378425.6656787389,Leeder,2022-10-31
Government Bond,US912810PS15,TSY INFL IX N/B 2.375% 01/15/2027,BYQLTT6,165.86,5073.26615300092,21.583992952405552,841451.9241367327,Leeder,2022-10-31
Government Bond,GB00BZ13DV40,UNITED KINGDOM I/L GILT 0.125% 08/10/2048 REGS,BZ13DV4,217.66,5075.819513940925,-534.4699426789887,1104802.875404382,Leeder,2022-10-31
Government Bond,US912828ZZ63,TSY INFL IX N/B 0.125% 07/15/2030 ,BLCGQJ3,120.67,15388.22754408628,19.47876904318481,1856897.4177448915,Leeder,2022-10-31
Government Bond,GB00BYZW3J87,UNITED KINGDOM I/L GILT 0.125% 11/22/2036 REGS,BYZW3J8,182.37,5498.55308752786,124.4031310183014,1002771.126572456,Leeder,2022-10-31
Government Bond,US912810PZ57,TSY INFL IX N/B 2.5% 01/15/2029,BYQLTV8,164.75,4452.804429969458,0.2254356232262803,733599.5298374683,Leeder,2022-10-31
Government Bond,JP1400131L54,JAPAN (40 YEAR ISSUE) 0.5 % 03/20/2060 ,BMC2Z46,92.64,1267737.1383782758,-18377.6683926304,117443168.49936348,Leeder,2022-10-31
Government Bond,IT0004243512,BUONI POLIENNALI DEL TES 2.6% 09/15/2023 144A,B1Z5FX4,135.04,5054.058773166476,117.37862801441668,682500.0967284009,Leeder,2022-10-31
Government Bond,JP1201501E99,JAPAN (20 YEAR ISSUE) 1.4 % 09/20/2034 ,BQWJS35,114.89,7052015.393580882,50478.48446724718,810206048.5685076,Leeder,2022-10-31
Government Bond,GB00BMBL1F74,UNITED KINGDOM GILT 0.625% 10/22/2050 REGS,BMBL1F7,88.21,5578.865641591606,16.34476652853758,492111.73824479553,Leeder,2022-10-31
Government Bond,GB00B24FFM16,UNITED KINGDOM I/L GILT 0.75% 11/22/2047 REGS,B24FFM1,318.09,4822.60894048077,-623.6705631579604,1534023.677877528,Leeder,2022-10-31
Government Bond,GB00BN65R313,UNITED KINGDOM GILT 3.5% 01/22/2045 REGS,BN65R31,146.73,10232.408937068649,-230.64603126100627,1501401.3633360828,Leeder,2022-10-31
Government Bond,GB00BDX8CX86,UNITED KINGDOM I/L GILT 0.125% 03/22/2068 REGS,BDX8CX8,366.64,3714.682776901468,23.8662034692652,1361951.293323154,Leeder,2022-10-31
Government Bond,US912810FQ68,TSY INFL IX N/B 3.375% 04/15/2032,2805872,231.76,1987.3278183224068,4.539880597630953,460583.09517440095,Leeder,2022-10-31
Government Bond,FR0013519253,FRANCE (GOVT OF) 0.1% 03/01/2026 0.0% 144A,BMY72S2,113.99,1511.020128498355,-49.89640525243146,172241.18444752748,Leeder,2022-10-31
Government Bond,ES0000012B39,BONOS Y OBLIG DEL ESTADO 1.4% 04/30/2028 144A,BF5F9L8,108.18,26832.039215044493,-287.1006609494345,2902690.002283513,Leeder,2022-10-31
Government Bond,CA135087K940,CANADIAN GOVERNMENT 0.5% 09/01/2025,BM97LJ1,97.66,46383.36616120199,374.6752668917621,4529799.539302986,Leeder,2022-10-31
Government Bond,SE0013748258,SWEDEN I/L BOND 0.125 % 06/01/2030 144A ,BLP563,124.27,2898.468926260639,-114.70462981162412,360192.7334664096,Leeder,2022-10-31
CASH,USDCURR,CASH,,,,,146721036.96140522,Leeder,2022-10-31
