FINANCIAL TYPE,SYMBOL,SECURITY NAME,ISIN,PRICE,QUANTITY,REALISED P/L,MARKET VALUE,FUND,DATETIME
Equities,FANG,Diamondback Energy,,140.52,98536.89884736022,98787.00506930384,13846405.02603106,WHITESTONE,2023-04-30
Equities,AOS,A. O. Smith,,67.73,353845.4026845313,-28767.77209739978,23965949.123823307,WHITESTONE,2023-04-30
Equities,ADM,ADM,,77.21,32901.68186821298,3510.6433745979643,2540338.8570447243,WHITESTONE,2023-04-30
Equities,TMO,Thermo Fisher Scientific,,554.53,247419.49767975957,-317733.61561134085,137201534.04835704,WHITESTONE,2023-04-30
Equities,CHRW,C.H. Robinson,,100.22,256385.15042310883,67719.2341702047,25694919.775403965,WHITESTONE,2023-04-30
Equities,CHD,Church & Dwight,,96.57,86760.70687872049,107673.57327099291,8378481.463278037,WHITESTONE,2023-04-30
Equities,JBHT,J.B. Hunt,,174.51,57437.941766724696,-656.3038517578349,10023495.217711126,WHITESTONE,2023-04-30
Equities,SO,Southern Company,,72.11,48352.21870962896,-2215.5449185447205,3486678.491151344,WHITESTONE,2023-04-30
Equities,FAST,Fastenal,,53.52,295615.7699356192,10611.848151535089,15821356.00695434,WHITESTONE,2023-04-30
Equities,STT,State Street Corporation,,71.64,34708.77632862236,25931.80550687473,2486536.736182506,WHITESTONE,2023-04-30
Equities,FCX,Freeport-McMoRan,,37.77,290750.0231468659,136104.84650219252,10981628.374257123,WHITESTONE,2023-04-30
Equities,STZ,Constellation Brands,,227.83,233538.4513680293,-68271.64216999657,53207065.37517812,WHITESTONE,2023-04-30
Equities,NSC,Norfolk Southern Railway,,200.5,335678.4259884571,33723.402508343504,67303524.41068564,WHITESTONE,2023-04-30
Equities,ALL,Allstate,,114.81,42045.74895100242,-12766.560665650612,4827272.437064588,WHITESTONE,2023-04-30
Equities,SJM,J.M. Smucker Company (The),,152.28,159943.8046973517,20486.07320059425,24356242.57931272,WHITESTONE,2023-04-30
Equities,EVRG,Evergy,,60.81,43085.79462641183,717.6737943119733,2620047.1712321034,WHITESTONE,2023-04-30
Equities,MSFT,Microsoft,,305.94,174141.6965150748,616859.7148543375,53276910.63182199,WHITESTONE,2023-04-30
Equities,AXP,American Express,,160.79,139884.0898261335,-30375.011090914635,22491962.803144004,WHITESTONE,2023-04-30
Equities,SYK,Stryker Corporation,,298.9,284595.15121897554,-37047.44163678913,85065490.69935179,WHITESTONE,2023-04-30
Equities,VICI,Vici Properties,,33.53,206475.2791020508,-12083.32554985891,6923116.108291764,WHITESTONE,2023-04-30
