FINANCIAL TYPE,SYMBOL,SECURITY NAME,SEDOL,PRICE,QUANTITY,REALISED P/L,MARKET VALUE,FUND,DATETIME
Equities,AVGO,Broadcom Inc.,,803.68,144863.48259396417,-4197581.060832559,116423883.6911171,Leeder,2023-05-31
Equities,IP,International Paper,,29.06,172029.5248461056,13095.09595192178,4999177.9920278285,Leeder,2023-05-31
Equities,MS,Morgan Stanley,,81.01,170649.87887592756,76524.55713126759,13824346.687738894,Leeder,2023-05-31
Equities,APD,Air Products and Chemicals,,267.54,144083.5793497719,-85318.5789028322,38548120.81923798,Leeder,2023-05-31
Equities,PRU,Prudential Financial,,77.63,226679.6361068221,-154643.68238684733,17597140.1509726,Leeder,2023-05-31
Equities,SHW,Sherwin-Williams,,227.28,137552.30975366352,-59876.11872207544,31262888.960812643,Leeder,2023-05-31
Equities,CHTR,Charter Communications,,326.15,226295.6269949944,-1371827.8397375855,73806318.74441743,Leeder,2023-05-31
Equities,KEY,KeyCorp,,9.34,159649.10386704368,4812.253011925994,1491122.630118188,Leeder,2023-05-31
Equities,KR,Kroger,,45.06,159395.99391243875,63990.15136716075,7182383.48569449,Leeder,2023-05-31
Equities,TSN,Tyson Foods,,50.64,235252.4243685213,618335.6848998503,11913182.770021915,Leeder,2023-05-31
Equities,TRMB,Trimble Inc.,,46.67,165911.28020506658,-6244.04553427995,7743079.447170458,Leeder,2023-05-31
Equities,INTC,Intel,,31.33,122477.59560173312,-3410.455822436801,3837223.070202299,Leeder,2023-05-31
Equities,EMR,Emerson Electric,,77.26,183328.49092197543,138664.5755480268,14163959.208631825,Leeder,2023-05-31
Equities,OXY,Occidental Petroleum,,57.49,212336.9572543012,-25206.58760421615,12207251.672549777,Leeder,2023-05-31
Equities,BBY,Best Buy,,71.81,9043.271143639617,648.1762338147932,649397.3008247609,Leeder,2023-05-31
Equities,PPL,PPL Corporation,,25.97,117212.2036412848,-52953.33605806961,3044000.928564166,Leeder,2023-05-31
Equities,PAYX,Paychex,,104.18,67628.55368692786,42103.51310485224,7045542.723104144,Leeder,2023-05-31
Equities,VLO,Valero Energy,,106.19,110554.05120523847,-80927.64577065685,11739734.697484275,Leeder,2023-05-31
Equities,C,Citigroup,,43.81,87743.74603135457,15479.181892213392,3844053.513633644,Leeder,2023-05-31
Equities,FTV,Fortive,,65.11,62593.075399622896,-30514.277942926605,4075435.1392694474,Leeder,2023-05-31
Equities,ILMN,Illumina,,196.65,22502.851987445127,1533.6594432036013,4425185.843331085,Leeder,2023-05-31
Equities,IT,Gartner,,342.86,76535.84380249445,-158865.0203742514,26241079.406123247,Leeder,2023-05-31
Equities,HOLX,Hologic,,78.89,92627.75178105917,124515.93399975916,7307403.338007757,Leeder,2023-05-31
Equities,WST,West Pharmaceutical Services,,334.46,146058.29600337986,306362.96121010685,48850657.681290425,Leeder,2023-05-31
Equities,ALL,Allstate,,107.56,131409.4754149621,147879.36802942728,14134403.175633324,Leeder,2023-05-31
Equities,AZO,AutoZone,,2386.84,132822.48140830212,-4031513.336872632,317026011.52459186,Leeder,2023-05-31
Equities,CHD,Church & Dwight,,92.19,44640.79286158033,19122.645591415887,4115434.693909091,Leeder,2023-05-31
