FINANCIAL TYPE,SYMBOL,SECURITY NAME,ISIN,PRICE,QUANTITY,REALISED P/L,MARKET VALUE,FUND,DATETIME
Equities,HRL,SEC-Hormel Foods,,44.3,14445.168461975736,-5754.56497525277,639920.962865525,Gohen,2022-09-30
Equities,CTSH,SEC-Cognizant,,56.43,46302.594657344926,-4577.98608992967,2612855.4165139743,Gohen,2022-09-30
Equities,MRNA,SEC-Moderna,,118.25,35829.18351938796,-10086.850460678876,4236800.951167626,Gohen,2022-09-30
Equities,PANW,SEC-Palo Alto Networks,,163.79,39246.14608153146,95404.05049702218,6428126.266694037,Gohen,2022-09-30
Equities,LVS,SEC-Las Vegas Sands,,37.39,21975.05269317884,-279.46583279743226,821647.2201979568,Gohen,2022-09-30
Equities,CB,SEC-Chubb Limited,,179.56,27668.87113439241,-16015.201365231169,4968222.500891502,Gohen,2022-09-30
Equities,AAP,SEC-Advance Auto Parts,,152.25,3678.2470028688954,4261.46049464406,560013.1061867892,Gohen,2022-09-30
Equities,ROL,"SEC-Rollins, Inc.",,34.23,5862.6220995115,-759.3271788558969,200677.5544662786,Gohen,2022-09-30
Equities,DD,SEC-DuPont,,49.42,56035.73984999754,22539.506225912475,2769286.2633868787,Gohen,2022-09-30
Equities,DGX,SEC-Quest Diagnostics,,120.27,56615.32605662727,-19726.675499134995,6809125.264830561,Gohen,2022-09-30
Equities,TFX,SEC-Teleflex,,200.28,8239.273286426323,-19035.272981823065,1650161.653805464,Gohen,2022-09-30
Equities,MGM,SEC-MGM Resorts,,29.72,76421.74187383591,-13437.418715879252,2271254.168490404,Gohen,2022-09-30
Equities,IPG,SEC-Interpublic Group of Companies (The),,24.96,68474.74982846885,-19626.610393221617,1709129.7557185823,Gohen,2022-09-30
Equities,STX,SEC-Seagate Technology,,51.33,35455.693059658995,-13611.326054309391,1819940.724752296,Gohen,2022-09-30
Equities,CPT,SEC-Camden Property Trust,,116.25,69255.84521483195,-11450.373926662076,8050992.006224214,Gohen,2022-09-30
Equities,HPE,SEC-Hewlett Packard Enterprise,,11.7,70718.39056752932,-15634.09660445312,827405.169640093,Gohen,2022-09-30
Equities,NTRS,SEC-Northern Trust,,83.31,7160.081011745963,-1478.0617394022304,596506.3490885562,Gohen,2022-09-30
Equities,NTAP,SEC-NetApp,,60.02,4984.579273806285,-5563.582416832052,299174.4480138532,Gohen,2022-09-30
