FINANCIAL TYPE,SYMBOL,SECURITY NAME,SEDOL,PRICE,QUANTITY,REALISED P/L,MARKET VALUE,FUND,DATETIME
Equities,AVGO,Broadcom Inc.,,434.87,143218.59575166774,353792.47168357205,62281470.73452775,LEEDER,2022-09-30
Equities,IP,International Paper,,30.06,176252.06772869182,116913.17652457827,5298137.155924476,LEEDER,2022-09-30
Equities,MS,Morgan Stanley,,76.25,171298.80099723814,147255.40445124469,13061533.576039407,LEEDER,2022-09-30
Equities,APD,Air Products and Chemicals,,228.7,141332.64790662104,-41295.876779979386,32322776.57624423,LEEDER,2022-09-30
Equities,PRU,Prudential Financial,,81.4,234267.52501148352,303181.73464755784,19069376.53593476,LEEDER,2022-09-30
Equities,SHW,Sherwin-Williams,,202.69,140973.80225206786,331978.9672804007,28573979.97847164,LEEDER,2022-09-30
Equities,CHTR,Charter Communications,,303.35,226863.23918270133,-99245.85579617442,68818963.60607246,LEEDER,2022-09-30
Equities,KEY,KeyCorp,,15.35,153969.94926059613,-33790.178939754565,2363438.7211501505,LEEDER,2022-09-30
Equities,KR,Kroger,,42.78,154539.4466584571,-74729.92312849019,6611197.528048797,LEEDER,2022-09-30
Equities,TSN,Tyson Foods,,64.34,228250.5899248136,-95561.220746524,14685642.955762506,LEEDER,2022-09-30
Equities,TRMB,Trimble Inc.,,54.27,171061.18255216055,99315.44464056454,9283490.377105754,LEEDER,2022-09-30
Equities,INTC,Intel,,24.93,120477.46959387403,-358.4563176733247,3003503.31697528,LEEDER,2022-09-30
Equities,EMR,Emerson Electric,,71.52,180307.89246112705,-68884.20200836062,12895620.468819804,LEEDER,2022-09-30
Equities,OXY,Occidental Petroleum,,60.96,213411.2811451712,128870.41700343676,13009551.698609635,LEEDER,2022-09-30
Equities,BBY,Best Buy,,61.18,8784.505558572362,-7264.325367970834,537436.0500734571,LEEDER,2022-09-30
Equities,PPL,PPL Corporation,,24.71,121079.91718660267,10095.816758946436,2991884.7536809524,LEEDER,2022-09-30
Equities,PAYX,Paychex,,108.99,65665.96795083335,-83554.39924061281,7156933.846961327,LEEDER,2022-09-30
Equities,VLO,Valero Energy,,103.54,113121.21564119238,122885.29278897596,11712570.66748906,LEEDER,2022-09-30
Equities,C,Citigroup,,39.89,84728.88516662735,-73583.45716296171,3379835.2292967653,LEEDER,2022-09-30
Equities,FTV,Fortive,,58.11,61013.18732481411,-11572.526462363849,3545476.315444948,LEEDER,2022-09-30
Equities,ILMN,Illumina,,190.79,22961.859677143137,622.529179152776,4380893.207802139,LEEDER,2022-09-30
Equities,IT,Gartner,,276.69,78817.35791727019,40991.72271131022,21807974.76212949,LEEDER,2022-09-30
Equities,HOLX,Hologic,,64.52,92857.2556259082,16046.908831842553,5991150.132983596,LEEDER,2022-09-30
Equities,WST,West Pharmaceutical Services,,245.45,147950.96503245426,311066.7572622013,36314564.36721589,LEEDER,2022-09-30
Equities,ALL,Allstate,,121.89,127550.2043325083,38621.84961626815,15547094.406089438,LEEDER,2022-09-30
Equities,AZO,AutoZone,,2141.93,128230.10947287348,424250.7094187057,274659918.3832319,LEEDER,2022-09-30
Equities,CHD,Church & Dwight,,70.56,44606.03942221748,70494.74523958824,3147402.1416316656,LEEDER,2022-09-30
Equities,MGM,MGM Resorts,,29.72,204715.9542234544,-50761.56204491305,6084158.159521064,LEEDER,2022-09-30
Equities,CFG,Citizens Financial Group,,32.75,163689.02726165715,33703.32812761104,5360815.642819272,LEEDER,2022-09-30
Equities,RHI,Robert Half,,74.61,126244.81924927072,3811.140847562693,9419125.964188088,LEEDER,2022-09-30
Equities,GOOG,Alphabet Inc. (Class C),,96.15,121177.70221764012,98009.61694276752,11651236.0682261,LEEDER,2022-09-30
