FINANCIAL TYPE,SYMBOL,SECURITY NAME,SEDOL,PRICE,QUANTITY,REALISED P/L,MARKET VALUE,FUND,DATETIME
Equities,AVGO,Broadcom Inc.,,858.62,141261.74761169447,383148.7387979214,121290161.73435313,LEEDER,2023-08-31
Equities,IP,International Paper,,31.29,175348.47830525774,-12328.782613970594,5486653.886171514,LEEDER,2023-08-31
Equities,MS,Morgan Stanley,,81.0,163728.0429152815,6149.78502657409,13261971.4761378,LEEDER,2023-08-31
Equities,APD,Air Products and Chemicals,,293.87,138071.23433999892,-263255.6310741445,40574993.63549549,LEEDER,2023-08-31
Equities,PRU,Prudential Financial,,94.4,224195.9127116026,-4050.292050461084,21164094.159975287,LEEDER,2023-08-31
Equities,SHW,Sherwin-Williams,,262.7,136541.09942012702,-31060.779875191045,35869346.817667365,LEEDER,2023-08-31
Equities,CHTR,Charter Communications,,459.12,223298.6346439019,318357.7829435514,102520869.13770825,LEEDER,2023-08-31
Equities,KEY,KeyCorp,,10.06,156358.67445717988,-18508.665430483743,1572968.2650392295,LEEDER,2023-08-31
Equities,KR,Kroger,,47.86,153954.1298884333,-1007.694006770836,7368244.656460417,LEEDER,2023-08-31
Equities,TSN,Tyson Foods,,55.19,230438.66318847224,-2746.607754645219,12717909.82137178,LEEDER,2023-08-31
Equities,TRMB,Trimble Inc.,,51.55,164492.9464438997,-97827.0384376252,8479611.38918303,LEEDER,2023-08-31
Equities,INTC,Intel,,33.25,121091.96613845724,-10078.9482263505,4026307.874103703,LEEDER,2023-08-31
Equities,EMR,Emerson Electric,,95.07,179943.9649357236,-45964.04645845288,17107272.74643924,LEEDER,2023-08-31
Equities,OXY,Occidental Petroleum,,61.14,213937.9105034408,12366.310590886858,13080163.848180369,LEEDER,2023-08-31
Equities,BBY,Best Buy,,73.56,9109.99118996358,7957.447470829496,670130.9519337208,LEEDER,2023-08-31
Equities,PPL,PPL Corporation,,25.34,122875.21101293404,32720.133656278143,3113657.8470677487,LEEDER,2023-08-31
Equities,PAYX,Paychex,,122.48,67299.21566956954,-11589.001559797736,8242807.9352088785,LEEDER,2023-08-31
Equities,VLO,Valero Energy,,128.42,110952.40430736924,5747.350034631009,14248507.761152357,LEEDER,2023-08-31
Equities,C,Citigroup,,40.18,85441.33067356578,5117.878364171557,3433032.666463873,LEEDER,2023-08-31
Equities,FTV,Fortive,,73.66,60048.04169156516,-40219.83161027309,4423138.751000689,LEEDER,2023-08-31
Equities,ILMN,Illumina,,140.47,22711.700486257723,-199853.78412527408,3190312.5673046224,LEEDER,2023-08-31
Equities,IT,Gartner,,348.01,76169.86713561915,-41929.24591751841,26507875.46186682,LEEDER,2023-08-31
Equities,HOLX,Hologic,,78.65,93867.07254324382,-2049.9283421912583,7382645.255526127,LEEDER,2023-08-31
Equities,WST,West Pharmaceutical Services,,394.2,145970.26488574847,-364624.8892291316,57541478.417962044,LEEDER,2023-08-31
Equities,ALL,Allstate,,105.21,127666.75949942804,-113670.42653848242,13431819.766934823,LEEDER,2023-08-31
Equities,AZO,AutoZone,,2451.69,131410.4590028686,-368549.7246421176,322177708.2327429,LEEDER,2023-08-31
Equities,CHD,Church & Dwight,,98.44,42299.27988450834,14262.81151451346,4163941.111831001,LEEDER,2023-08-31
Equities,MGM,MGM Resorts,,43.26,207235.08678330772,64104.6369011944,8964989.854245894,LEEDER,2023-08-31
Equities,CFG,Citizens Financial Group,,26.86,158130.44413941423,-54403.427413767655,4247383.729584666,LEEDER,2023-08-31
Equities,RHI,Robert Half,,74.82,122407.51496339533,27482.82313055993,9158530.269561237,LEEDER,2023-08-31
Equities,GOOG,Alphabet Inc. (Class C),,132.91,116929.42211816726,95.73588956558709,15541089.49372561,LEEDER,2023-08-31
Equities,EQT,EQT,,44.21,113156.54284016733,-17496.84855107124,5002650.758963797,LEEDER,2023-08-31
Equities,REGN,Regeneron,,836.56,121778.7563941679,-1094815.9613138975,101875236.44910508,LEEDER,2023-08-31
Equities,ABC,AmerisourceBergen,,179.54,183951.83975771716,-50400.63036434152,33026713.310100533,LEEDER,2023-08-31
Equities,MA,Mastercard,,407.85,111108.05709357222,-181834.55203706384,45315421.08561343,LEEDER,2023-08-31
Equities,CDW,CDW,,212.99,55084.52925275214,108397.19046447892,11732453.885543678,LEEDER,2023-08-31
Equities,WRK,WestRock,,31.09,126082.8551073344,27553.83817740936,3919915.965287027,LEEDER,2023-08-31
Equities,SEDG,SolarEdge,,139.82,185745.7401678476,-1248148.8570806116,25970969.39026845,LEEDER,2023-08-31
Equities,BA,Boeing,,222.02,80102.989276719,65566.78130702837,17784465.679217152,LEEDER,2023-08-31
Equities,ODFL,Old Dominion,,372.56,129259.43421702128,18579.311631868582,48156894.811893456,LEEDER,2023-08-31
Equities,LNC,Lincoln Financial,,26.36,15688.718902560362,-1988.4213117717836,413554.6302714911,LEEDER,2023-08-31
Equities,PCAR,Paccar,,86.68,119417.16183067164,-2124.230211961138,10351079.587482618,LEEDER,2023-08-31
Equities,LMT,Lockheed Martin,,438.83,52185.48586401481,-9038.55811825427,22900556.76170562,LEEDER,2023-08-31
Equities,XEL,Xcel Energy,,57.36,46266.74563667667,35102.40815550854,2653860.5297197737,LEEDER,2023-08-31
Equities,AAP,Advance Auto Parts,,62.71,15757.242193379563,13915.211548357856,988136.6579468324,LEEDER,2023-08-31
Equities,VRSK,Verisk,,232.1,7981.815861212962,12.95057410219498,1852579.4613875283,LEEDER,2023-08-31
Equities,WTW,Willis Towers Watson,,198.77,129849.83285789537,272690.9603573138,25810251.27716386,LEEDER,2023-08-31
Equities,CRM,Salesforce,,208.16,41441.509264385175,-140763.88819968977,8626464.568474418,LEEDER,2023-08-31
Equities,DOV,Dover Corporation,,141.44,179524.9564875564,-42900.5143854862,25392009.84559997,LEEDER,2023-08-31
Equities,FSLR,First Solar,,147.96,155853.19223889994,-2308615.5680887112,23060038.323667634,LEEDER,2023-08-31
Equities,MTB,M&T Bank,,123.15,3358.296975411968,3314.543706704647,413574.27252198383,LEEDER,2023-08-31
Equities,COST,Costco,,520.55,54220.61120821338,-334180.77798848355,28224539.164435472,LEEDER,2023-08-31
Equities,PARA,Paramount Global,,15.02,93244.62532974976,10853.154857250694,1400534.2724528413,LEEDER,2023-08-31
Equities,HCA,HCA Healthcare,,276.0,90983.35673271604,5961.526301270996,25111406.458229627,LEEDER,2023-08-31
Equities,FICO,Fair Isaac,,883.59,202665.74719802287,1357561.8889383462,179073427.56670102,LEEDER,2023-08-31
Equities,TPR,"Tapestry, Inc.",,32.01,67315.77273266221,-37199.58970004139,2154777.885172517,LEEDER,2023-08-31
Equities,EIX,Edison International,,70.91,42993.85687781208,10863.421056024838,3048694.3912056545,LEEDER,2023-08-31
Equities,MSFT,Microsoft,,345.36,117416.78992583592,122197.02715140686,40551062.56878669,LEEDER,2023-08-31
Equities,MSCI,MSCI,,471.1,128228.30622837826,-307351.5490217899,60408355.064189,LEEDER,2023-08-31
Equities,EG,Everest Re,,362.13,52867.19424887523,5353.865692637614,19144797.05334519,LEEDER,2023-08-31
Equities,EXR,Extra Space Storage,,128.98,176561.1602283081,-5754.948251210389,22772858.44624717,LEEDER,2023-08-31
Equities,TJX,TJX Companies,,88.7,90308.04166924785,-62598.19825330251,8010323.296062284,LEEDER,2023-08-31
Equities,J,Jacobs Solutions,,136.5,95909.41086542336,-130814.06867233106,13091634.583130289,LEEDER,2023-08-31
Equities,WEC,WEC Energy Group,,84.12,120096.08338313032,-5162.607024219495,10102482.534188922,LEEDER,2023-08-31
Equities,NI,NiSource,,26.7,81311.49095116676,13867.55671428813,2171016.8083961527,LEEDER,2023-08-31
Equities,IR,Ingersoll Rand,,71.12,149376.51177160212,166454.64695087855,10623657.517196344,LEEDER,2023-08-31
Government Bond,AU0000018442,AUSTRALIAN GOVERNMENT 2.8% 05/21/2041 REGS,BF5J6P3,106.97,13287.323363242269,-14.135450386427138,1421344.9801660257,LEEDER,2023-08-31
